web-scraper-order,web-scraper-start-url,vinregex,makemodel
"1543258526-802","https://www.cars.com/vehicledetail/detail/754167991/overview/","WDDUG8DB2KA443227","New 2019 Mercedes-Benz S 560"
"1543261284-1222","https://www.cars.com/vehicledetail/detail/754166648/overview/","1C3CCCAB8GN170968","Used 2016 Chrysler 200 Limited"
"1543256919-446","https://www.cars.com/vehicledetail/detail/754168775/overview/","5N1AT2MT9KC727162","New 2019 Nissan Rogue SV"
"1543254418-8","https://www.cars.com/vehicledetail/detail/754169990/overview/","4T1B11HK1KU176693","New 2019 Toyota Camry SE"
"1543262607-1396","https://www.cars.com/vehicledetail/detail/754166002/overview/","2T3YFREV5HW322893","Used 2017 Toyota RAV4 Platinum"
"1543258773-857","https://www.cars.com/vehicledetail/detail/754167869/overview/","1ZVBP8EM6C5229687","Used 2012 Ford Mustang"
"1543262239-1358","https://www.cars.com/vehicledetail/detail/754166184/overview/","2GNALBEK7H1549011","Used 2017 Chevrolet Equinox LS"
"1543254675-39","https://www.cars.com/vehicledetail/detail/754169871/overview/","JTEBU11F28K018839","Used 2008 Toyota FJ Cruiser"
"1543264577-1799","https://www.cars.com/vehicledetail/detail/754165045/overview/","3HGGK5G41KM700383","New 2019 Honda Fit LX"
"1543259468-982","https://www.cars.com/vehicledetail/detail/754167526/overview/","WA1D7AFP7GA016346","Used 2016 Audi Q5 3.0T Premium Plus quattro"
"1543264760-1849","https://www.cars.com/vehicledetail/detail/754164963/overview/","WDDUG8DB2KA450873","New 2019 Mercedes-Benz S 560"
"1543260554-1116","https://www.cars.com/vehicledetail/detail/754166999/overview/","JTEES41A282053129","Used 2008 Toyota Highlander Sport"
"1543257868-684","https://www.cars.com/vehicledetail/detail/754168316/overview/","WAUBFGFF6F1108635","Used 2015 Audi A3 2.0T Premium quattro"
"1543263943-1600","https://www.cars.com/vehicledetail/detail/754165346/overview/","null","null"
"1543254610-31","https://www.cars.com/vehicledetail/detail/754169903/overview/","1N4AL3AP8FC415170","Used 2015 Nissan Altima 2.5 SV"
"1543257844-682","https://www.cars.com/vehicledetail/detail/754168328/overview/","2GNFLGEK5F6436709","Used 2015 Chevrolet Equinox 2LT"
"1543264721-1841","https://www.cars.com/vehicledetail/detail/754164975/overview/","KM8J33A43GU128147","Used 2016 Hyundai Tucson SE"
"1543265278-2031","https://www.cars.com/vehicledetail/detail/754164713/overview/","1C4PJMCB8HW605411","Certified 2017 Jeep Cherokee Latitude"
"1543257280-551","https://www.cars.com/vehicledetail/detail/754168601/overview/","1G11B5SAXDF339216","Used 2013 Chevrolet Malibu 1LS"
"1543263117-1451","https://www.cars.com/vehicledetail/detail/754165750/overview/","5TFJX4GN1FX043349","Used 2015 Toyota Tacoma PreRunner"
"1543255946-217","https://www.cars.com/vehicledetail/detail/754169251/overview/","3VWD17AJ8GM275344","Used 2016 Volkswagen Jetta 1.8T Sport"
"1543255686-172","https://www.cars.com/vehicledetail/detail/754169376/overview/","null","null"
"1543263024-1439","https://www.cars.com/vehicledetail/detail/754165796/overview/","2HGFB2F87DH528215","Used 2013 Honda Civic EX"
"1543254407-4","https://www.cars.com/vehicledetail/detail/754169995/overview/","2T1BURHE9KC193727","New 2019 Toyota Corolla LE"
"1543256583-352","https://www.cars.com/vehicledetail/detail/754168938/overview/","1HGCV1F32JA261195","New 2018 Honda Accord Sport"
"1543260177-1063","https://www.cars.com/vehicledetail/detail/754167177/overview/","1B3BD1FB3BN557035","Used 2011 Dodge Avenger Mainstreet"
"1543264737-1846","https://www.cars.com/vehicledetail/detail/754164967/overview/","null","null"
"1543262012-1330","https://www.cars.com/vehicledetail/detail/754166296/overview/","3FA6P0D97ER165748","Used 2014 Ford Fusion Titanium"
"1543263063-1446","https://www.cars.com/vehicledetail/detail/754165777/overview/","5XXGR4A64FG508994","Used 2015 Kia Optima SXL Turbo"
"1543264473-1770","https://www.cars.com/vehicledetail/detail/754165089/overview/","WDD2J5JB8KA012757","New 2019 Mercedes-Benz CLS 450 Base"
"1543256757-403","https://www.cars.com/vehicledetail/detail/754168853/overview/","1FADP3K25DL318574","Used 2013 Ford Focus SE"
"1543263438-1490","https://www.cars.com/vehicledetail/detail/754165593/overview/","1FM5K8D82KGA51679","New 2019 Ford Explorer XLT"
"1543261490-1251","https://www.cars.com/vehicledetail/detail/754166546/overview/","KNDMB5C12H6247607","Used 2017 Kia Sedona LX"
"1543265206-2001","https://www.cars.com/vehicledetail/detail/754164747/overview/","3MYDLBYV1KY505723","New 2019 Toyota Yaris Sedan LE"
"1543260196-1065","https://www.cars.com/vehicledetail/detail/754167168/overview/","5NPE34AF9GH262474","Used 2016 Hyundai Sonata Sport"
"1543264676-1824","https://www.cars.com/vehicledetail/detail/754164997/overview/","5J8YD4H06KL012188","New 2019 Acura MDX 3.5L Technology & A-Spec Pkgs"
"1543258749-850","https://www.cars.com/vehicledetail/detail/754167881/overview/","KMHCT4AE7HU202291","Used 2017 Hyundai Accent SE"
"1543264438-1761","https://www.cars.com/vehicledetail/detail/754165106/overview/","null","null"
"1543258217-726","https://www.cars.com/vehicledetail/detail/754168143/overview/","5YFBURHE5GP383502","Used 2016 Toyota Corolla LE"
"1543260268-1075","https://www.cars.com/vehicledetail/detail/754167132/overview/","3MEHM08149R619541","Used 2009 Mercury Milan V6 Premier"
"1543265290-2036","https://www.cars.com/vehicledetail/detail/754164707/overview/","5NPD74LF8KH419613","New 2019 Hyundai Elantra SE"
"1543264935-1903","https://www.cars.com/vehicledetail/detail/754164880/overview/","WBXHT3C30J5L34120","New 2018 BMW X1 xDrive28i"
"1543256350-276","https://www.cars.com/vehicledetail/detail/754169053/overview/","KNDJN2A24K7685597","New 2019 Kia Soul Base"
"1543255773-194","https://www.cars.com/vehicledetail/detail/754169333/overview/","SJKCH5CR8HA022392","Used 2017 INFINITI QX30 Premium"
"1543263822-1570","https://www.cars.com/vehicledetail/detail/754165404/overview/","5N1AT2MT8GC922399","Used 2016 Nissan Rogue S"
"1543264475-1771","https://www.cars.com/vehicledetail/detail/754165088/overview/","WDD2J5JB4KA017843","New 2019 Mercedes-Benz CLS 450 Base"
"1543257577-622","https://www.cars.com/vehicledetail/detail/754168454/overview/","null","null"
"1543258919-887","https://www.cars.com/vehicledetail/detail/754167797/overview/","null","null"
"1543263303-1467","https://www.cars.com/vehicledetail/detail/754165659/overview/","3C6JR6AT0FG699079","Used 2015 RAM 1500 Tradesman/Express"
"1543264477-1772","https://www.cars.com/vehicledetail/detail/754165087/overview/","WDD2J5JB7KA014922","New 2019 Mercedes-Benz CLS 450 Base"
"1543256354-278","https://www.cars.com/vehicledetail/detail/754169051/overview/","3KPF24ADXKE041209","New 2019 Kia Forte LXS"
"1543265210-2003","https://www.cars.com/vehicledetail/detail/754164745/overview/","4T1B61HK8KU178281","New 2019 Toyota Camry XSE"
"1543264713-1838","https://www.cars.com/vehicledetail/detail/754164979/overview/","1C4NJPBA5HD146187","Certified 2017 Jeep Patriot Sport"
"1543261891-1308","https://www.cars.com/vehicledetail/detail/754166356/overview/","KL4CJASB6GB720250","Used 2016 Buick Encore Base"
"1543257282-552","https://www.cars.com/vehicledetail/detail/754168600/overview/","5TDDGRFH0KS054915","New 2019 Toyota Highlander Hybrid Limited"
"1543256115-232","https://www.cars.com/vehicledetail/detail/754169167/overview/","JN1BZ36A07M653451","Used 2007 Nissan 350Z Touring"
"1543257411-581","https://www.cars.com/vehicledetail/detail/754168536/overview/","1C6RREFT8KN667486","New 2019 RAM 1500 Big Horn"
"1543258704-836","https://www.cars.com/vehicledetail/detail/754167903/overview/","1C6RR7GT2GS177211","Used 2016 RAM 1500 SLT"
"1543264293-1716","https://www.cars.com/vehicledetail/detail/754165177/overview/","5LMCJ3C96KUL07666","New 2019 Lincoln MKC Reserve"
"1543258219-727","https://www.cars.com/vehicledetail/detail/754168142/overview/","1G1FB1RX7J0117031","Used 2018 Chevrolet Camaro 1LT"
"1543259894-1026","https://www.cars.com/vehicledetail/detail/754167315/overview/","1FM5K8D86KGA50406","New 2019 Ford Explorer XLT"
"1543263014-1437","https://www.cars.com/vehicledetail/detail/754165801/overview/","19XFC1F33GE037425","Used 2016 Honda Civic EX-T"
"1543255443-136","https://www.cars.com/vehicledetail/detail/754169496/overview/","2C3CCAAG6CH261367","Used 2012 Chrysler 300 Base"
"1543254470-17","https://www.cars.com/vehicledetail/detail/754169972/overview/","KMHD35LH5GU311851","Used 2016 Hyundai Elantra GT Base"
"1543262199-1354","https://www.cars.com/vehicledetail/detail/754166204/overview/","null","null"
"1543263887-1583","https://www.cars.com/vehicledetail/detail/754165373/overview/","1C4HJXFN3JW198292","New 2018 Jeep Wrangler Unlimited Rubicon"
"1543254510-25","https://www.cars.com/vehicledetail/detail/754169952/overview/","1FMCU0GX9EUD22488","Used 2014 Ford Escape SE"
"1543258407-778","https://www.cars.com/vehicledetail/detail/754168050/overview/","1C3CDFFA4GD815863","Used 2016 Dodge Dart SXT Sport"
"1543263347-1476","https://www.cars.com/vehicledetail/detail/754165637/overview/","1C4RJEBG6GC336112","Used 2016 Jeep Grand Cherokee Limited"
"1543256296-257","https://www.cars.com/vehicledetail/detail/754169079/overview/","19XFB2F55DE071968","Used 2013 Honda Civic LX"
"1543257213-533","https://www.cars.com/vehicledetail/detail/754168634/overview/","SALGS2SV1KA530559","New 2019 Land Rover Range Rover 3.0L V6 Supercharged HSE"
"1543256550-342","https://www.cars.com/vehicledetail/detail/754168954/overview/","1HGCV1F30JA262510","New 2018 Honda Accord Sport"
"1543254786-52","https://www.cars.com/vehicledetail/detail/754169817/overview/","2C3CDZFJ5GH290350","Used 2016 Dodge Challenger R/T Scat Pack"
"1543262223-1356","https://www.cars.com/vehicledetail/detail/754166192/overview/","5FNRL5H40DB019142","Used 2013 Honda Odyssey EX"
"1543257795-675","https://www.cars.com/vehicledetail/detail/754168352/overview/","1GCRCREH4EZ135180","Used 2014 Chevrolet Silverado 1500 LT"
"1543256252-247","https://www.cars.com/vehicledetail/detail/754169101/overview/","19XFB2F50FE280859","Used 2015 Honda Civic LX"
"1543255192-103","https://www.cars.com/vehicledetail/detail/754169618/overview/","null","null"
"1543258793-861","https://www.cars.com/vehicledetail/detail/754167859/overview/","KL8CB6SA1HC705179","Used 2017 Chevrolet Spark LS"
"1543262835-1420","https://www.cars.com/vehicledetail/detail/754165890/overview/","1ZVBP8EMXE5275803","Used 2014 Ford Mustang"
"1543264804-1860","https://www.cars.com/vehicledetail/detail/754164942/overview/","WDD2J5JB8KA027761","New 2019 Mercedes-Benz CLS 450 Base"
"1543263466-1495","https://www.cars.com/vehicledetail/detail/754165579/overview/","1C4RJFCG4KC594805","New 2019 Jeep Grand Cherokee Overland"
"1543259900-1028","https://www.cars.com/vehicledetail/detail/754167312/overview/","1FM5K7B80KGA50401","New 2019 Ford Explorer Base"
"1543258700-834","https://www.cars.com/vehicledetail/detail/754167905/overview/","JN8AS5MV6BW297314","Used 2011 Nissan Rogue SV"
"1543255913-214","https://www.cars.com/vehicledetail/detail/754169265/overview/","2LMHJ5AT3EBL58883","Used 2014 Lincoln MKT EcoBoost"
"1543259220-950","https://www.cars.com/vehicledetail/detail/754167649/overview/","5N1AT2MT2KC729755","New 2019 Nissan Rogue S"
"1543263759-1551","https://www.cars.com/vehicledetail/detail/754165435/overview/","1C4RJFBG6KC594712","New 2019 Jeep Grand Cherokee Limited"
"1543260063-1042","https://www.cars.com/vehicledetail/detail/754167231/overview/","KMHHU6KJ8DU096308","Used 2013 Hyundai Genesis Coupe 3.8 Track"
"1543260585-1121","https://www.cars.com/vehicledetail/detail/754166984/overview/","1N6AA1E57JN504509","Used 2018 Nissan Titan PRO-4X"
"1543260867-1162","https://www.cars.com/vehicledetail/detail/754166845/overview/","4T1BK1EB8FU190162","Used 2015 Toyota Avalon XLE"
"1543255014-82","https://www.cars.com/vehicledetail/detail/754169705/overview/","WMWZN3C56DT568711","Used 2013 MINI Convertible Cooper"
"1543263494-1500","https://www.cars.com/vehicledetail/detail/754165565/overview/","2FMDK4KC9BBB27420","Used 2011 Ford Edge Limited"
"1543263755-1550","https://www.cars.com/vehicledetail/detail/754165437/overview/","3GTU2NEC3GG139492","Used 2016 GMC Sierra 1500 SLT"
"1543256747-402","https://www.cars.com/vehicledetail/detail/754168858/overview/","1HGCV1F30KA001377","New 2019 Honda Accord Sport"
"1543256463-315","https://www.cars.com/vehicledetail/detail/754168997/overview/","5TDKZRFH3KS555265","New 2019 Toyota Highlander XLE"
"1543255970-221","https://www.cars.com/vehicledetail/detail/754169239/overview/","5TDDK3EH8DS219089","Used 2013 Toyota Highlander Limited"
"1543259627-996","https://www.cars.com/vehicledetail/detail/754167447/overview/","1N4AL3AP4FN920773","Used 2015 Nissan Altima 2.5 S"
"1543256284-253","https://www.cars.com/vehicledetail/detail/754169085/overview/","5TDDZRFH4KS927530","New 2019 Toyota Highlander Limited"
"1543262952-1432","https://www.cars.com/vehicledetail/detail/754165832/overview/","JTHBK1GG8E2150198","Used 2014 Lexus ES 350 Base"
"1543258133-712","https://www.cars.com/vehicledetail/detail/754168185/overview/","1GKS2CKJ6KR178489","New 2019 GMC Yukon Denali"
"1543263281-1464","https://www.cars.com/vehicledetail/detail/754165670/overview/","2HGFC2F59GH533486","Used 2016 Honda Civic LX"
"1543263460-1493","https://www.cars.com/vehicledetail/detail/754165582/overview/","4T1BF1FK9FU109656","Used 2015 Toyota Camry LE"
"1543256360-279","https://www.cars.com/vehicledetail/detail/754169048/overview/","4S3BNAS67H3029278","Used 2017 Subaru Legacy 2.5i Sport"
"1543262736-1409","https://www.cars.com/vehicledetail/detail/754165938/overview/","55SWF4JBXFU084899","Used 2015 Mercedes-Benz C 300"
"1543259476-983","https://www.cars.com/vehicledetail/detail/754167522/overview/","JM1GJ1V50G1426720","Used 2016 Mazda Mazda6 i Touring"
"1543260840-1159","https://www.cars.com/vehicledetail/detail/754166858/overview/","2C3CDZBT8GH309108","Used 2016 Dodge Challenger R/T"
"1543265375-2063","https://www.cars.com/vehicledetail/detail/754164665/overview/","WDDWJ4KBXHF394778","New 2017 Mercedes-Benz C 300 4MATIC"
"1543259837-1018","https://www.cars.com/vehicledetail/detail/754167343/overview/","1FTEX1EP3KKC08801","New 2019 Ford F-150 XL"
"1543262828-1419","https://www.cars.com/vehicledetail/detail/754165893/overview/","null","null"
"1543259035-908","https://www.cars.com/vehicledetail/detail/754167740/overview/","1GYKNFRS6HZ239247","Used 2017 Cadillac XT5 Platinum"
"1543256664-378","https://www.cars.com/vehicledetail/detail/754168898/overview/","2LMTJ6KR8GBL38005","Used 2016 Lincoln MKX Select"
"1543264109-1654","https://www.cars.com/vehicledetail/detail/754165266/overview/","null","null"
"1543256403-296","https://www.cars.com/vehicledetail/detail/754169027/overview/","2G61N5S37D9142029","Used 2013 Cadillac XTS Base"
"1543257270-548","https://www.cars.com/vehicledetail/detail/754168606/overview/","5FPYK2F53KB000971","New 2019 Honda Ridgeline RTL"
"1543261685-1284","https://www.cars.com/vehicledetail/detail/754166455/overview/","KNDJT2A68C7740269","Used 2012 Kia Soul +"
"1543255351-125","https://www.cars.com/vehicledetail/detail/754169540/overview/","WBAVL1C51FVY29310","Used 2015 BMW X1 xDrive 28i"
"1543256342-273","https://www.cars.com/vehicledetail/detail/754169057/overview/","3KPF54AD7KE030322","New 2019 Kia Forte EX"
"1543261434-1241","https://www.cars.com/vehicledetail/detail/754166574/overview/","1ZVBP8EM6C5287105","Used 2012 Ford Mustang"
"1543261627-1277","https://www.cars.com/vehicledetail/detail/754166479/overview/","1GNSCAKC4FR648188","Used 2015 Chevrolet Tahoe LS"
"1543259418-979","https://www.cars.com/vehicledetail/detail/754167551/overview/","3FA6P0SU9GR291751","Used 2016 Ford Fusion Energi Titanium"
"1543255727-180","https://www.cars.com/vehicledetail/detail/754169356/overview/","null","null"
"1543265074-1952","https://www.cars.com/vehicledetail/detail/754164812/overview/","4T1BF1FK0FU975665","Used 2015 Toyota Camry SE"
"1543260636-1131","https://www.cars.com/vehicledetail/detail/754166959/overview/","JM3TB3DA8F0458980","Used 2015 Mazda CX-9 Grand Touring"
"1543264534-1792","https://www.cars.com/vehicledetail/detail/754165059/overview/","1FT7W2BTXHED25530","Used 2017 Ford F-250 Lariat"
"1543261525-1261","https://www.cars.com/vehicledetail/detail/754166529/overview/","WVGAV7AXXFW596181","Used 2015 Volkswagen Tiguan Auto S"
"1543261062-1191","https://www.cars.com/vehicledetail/detail/754166750/overview/","JTHBK1GG5F2175822","Used 2015 Lexus ES 350"
"1543261351-1228","https://www.cars.com/vehicledetail/detail/754166615/overview/","JTHCK262492030694","Used 2009 Lexus IS 250"
"1543256520-334","https://www.cars.com/vehicledetail/detail/754168969/overview/","5YFBURHE0KP904182","New 2019 Toyota Corolla SE"
"1543255055-88","https://www.cars.com/vehicledetail/detail/754169686/overview/","1C4PJLAB0HW662313","Used 2017 Jeep Cherokee Sport"
"1543257419-582","https://www.cars.com/vehicledetail/detail/754168532/overview/","JF1ZNAE18K9702684","New 2019 Toyota 86 TRD Special Edition"
"1543265115-1969","https://www.cars.com/vehicledetail/detail/754164792/overview/","1FMCU9GD9KUA77004","New 2019 Ford Escape SE"
"1543264892-1887","https://www.cars.com/vehicledetail/detail/754164901/overview/","3GCUKREC9JG586505","New 2018 Chevrolet Silverado 1500 2LT"
"1543256411-299","https://www.cars.com/vehicledetail/detail/754169023/overview/","2GNAXVEX3K6158269","New 2019 Chevrolet Equinox 2LT"
"1543260272-1076","https://www.cars.com/vehicledetail/detail/754167130/overview/","YV1622FS8C2045764","Used 2012 Volvo S60 T5"
"1543260763-1150","https://www.cars.com/vehicledetail/detail/754166896/overview/","5N1AZ2MG2JN137258","Used 2018 Nissan Murano SV"
"1543260955-1177","https://www.cars.com/vehicledetail/detail/754166803/overview/","5FNRL3H75AB111468","Used 2010 Honda Odyssey EX-L"
"1543255136-99","https://www.cars.com/vehicledetail/detail/754169646/overview/","TRUK1AFK8D1003707","Used 2013 Audi TTS 2.0T Prestige quattro"
"1543254772-50","https://www.cars.com/vehicledetail/detail/754169824/overview/","3GCUKREH3EG476826","Used 2014 Chevrolet Silverado 1500 LT"
"1543258905-884","https://www.cars.com/vehicledetail/detail/754167804/overview/","5N1AT2MV6FC920750","Used 2015 Nissan Rogue SV"
"1543265241-2017","https://www.cars.com/vehicledetail/detail/754164731/overview/","2C3CDZC94JH182321","Used 2018 Dodge Challenger SRT Hellcat"
"1543263753-1549","https://www.cars.com/vehicledetail/detail/754165438/overview/","1GYS4PKJXFR714566","Used 2015 Cadillac Escalade Platinum"
"1543264360-1730","https://www.cars.com/vehicledetail/detail/754165144/overview/","4S3GKAM66J3604455","Certified 2018 Subaru Impreza 2.0i Sport"
"1543258791-860","https://www.cars.com/vehicledetail/detail/754167860/overview/","4T1BZ1HK8JU017287","New 2018 Toyota Camry XSE"
"1543256388-289","https://www.cars.com/vehicledetail/detail/754169034/overview/","2C3CDXCT9JH252881","Used 2018 Dodge Charger R/T"
"1543264394-1746","https://www.cars.com/vehicledetail/detail/754165127/overview/","null","null"
"1543254629-35","https://www.cars.com/vehicledetail/detail/754169894/overview/","3N1AB7AP0KY230278","New 2019 Nissan Sentra S"
"1543265194-1997","https://www.cars.com/vehicledetail/detail/754164753/overview/","1FMCU9GD7KUA76983","New 2019 Ford Escape SE"
